,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Came Up,0.613,0.879,6.0,-4.649,1.0,0.0729,0.00908,1.66e-06,0.10800000000000001,0.49700000000000005,76.96600000000001,audio_features,7f4Pjqs3XHSfV1UwX5vjxo,spotify:track:7f4Pjqs3XHSfV1UwX5vjxo,https://api.spotify.com/v1/tracks/7f4Pjqs3XHSfV1UwX5vjxo,https://api.spotify.com/v1/audio-analysis/7f4Pjqs3XHSfV1UwX5vjxo,214929.0,4.0
Stay Alive,0.723,0.415,0.0,-10.394,0.0,0.395,0.47100000000000003,0.0,0.0995,0.581,159.65,audio_features,27MB0qHaYAZiTlwg25js1Y,spotify:track:27MB0qHaYAZiTlwg25js1Y,https://api.spotify.com/v1/tracks/27MB0qHaYAZiTlwg25js1Y,https://api.spotify.com/v1/audio-analysis/27MB0qHaYAZiTlwg25js1Y,159103.0,4.0
Famous,0.465,0.735,6.0,-3.715,1.0,0.11699999999999999,0.0711,0.0,0.0975,0.409,173.935,audio_features,19a3JfW8BQwqHWUMbcqSx8,spotify:track:19a3JfW8BQwqHWUMbcqSx8,https://api.spotify.com/v1/tracks/19a3JfW8BQwqHWUMbcqSx8,https://api.spotify.com/v1/audio-analysis/19a3JfW8BQwqHWUMbcqSx8,196040.0,4.0
Wolves - MOTi Remix,0.647,0.838,11.0,-3.752,0.0,0.0566,0.0183,0.0,0.129,0.371,125.927,audio_features,7471s4m02axg6ZtBzBzy22,spotify:track:7471s4m02axg6ZtBzBzy22,https://api.spotify.com/v1/tracks/7471s4m02axg6ZtBzBzy22,https://api.spotify.com/v1/audio-analysis/7471s4m02axg6ZtBzBzy22,184762.0,4.0
Down In the DM (feat. Nicki Minaj) - Remix,0.7909999999999999,0.634,1.0,-7.684,0.0,0.0639,0.00243,5.429999999999999e-05,0.0812,0.32299999999999995,152.961,audio_features,5w1vhNA2OEWUQ371QzyMmM,spotify:track:5w1vhNA2OEWUQ371QzyMmM,https://api.spotify.com/v1/tracks/5w1vhNA2OEWUQ371QzyMmM,https://api.spotify.com/v1/audio-analysis/5w1vhNA2OEWUQ371QzyMmM,259072.0,4.0
Intentions (feat. Quavo),0.8059999999999999,0.546,9.0,-6.6370000000000005,1.0,0.0575,0.3,0.0,0.102,0.8740000000000001,147.986,audio_features,4umIPjkehX1r7uhmGvXiSV,spotify:track:4umIPjkehX1r7uhmGvXiSV,https://api.spotify.com/v1/tracks/4umIPjkehX1r7uhmGvXiSV,https://api.spotify.com/v1/audio-analysis/4umIPjkehX1r7uhmGvXiSV,212867.0,4.0
High School,0.648,0.639,10.0,-6.415,0.0,0.12300000000000001,0.45299999999999996,0.0,0.28300000000000003,0.44,94.03299999999999,audio_features,7FwWRSAlhfyhbvybdfDUCe,spotify:track:7FwWRSAlhfyhbvybdfDUCe,https://api.spotify.com/v1/tracks/7FwWRSAlhfyhbvybdfDUCe,https://api.spotify.com/v1/audio-analysis/7FwWRSAlhfyhbvybdfDUCe,311082.0,4.0
Notice Me,0.7929999999999999,0.344,6.0,-9.757,1.0,0.35700000000000004,0.11199999999999999,1.68e-06,0.15,0.45,166.105,audio_features,3OnOomd79OjqSYHchCQ6ht,spotify:track:3OnOomd79OjqSYHchCQ6ht,https://api.spotify.com/v1/tracks/3OnOomd79OjqSYHchCQ6ht,https://api.spotify.com/v1/audio-analysis/3OnOomd79OjqSYHchCQ6ht,233880.0,4.0
hope is a dangerous thing for a woman like me to have - but I have it,0.461,0.102,7.0,-13.05,1.0,0.0897,0.9670000000000001,2.1000000000000002e-06,0.16399999999999998,0.259,71.835,audio_features,0fB77VOZ2FkQeKLv1DuEwp,spotify:track:0fB77VOZ2FkQeKLv1DuEwp,https://api.spotify.com/v1/tracks/0fB77VOZ2FkQeKLv1DuEwp,https://api.spotify.com/v1/audio-analysis/0fB77VOZ2FkQeKLv1DuEwp,324499.0,4.0
Come Clean,0.5770000000000001,0.892,8.0,-5.121,0.0,0.0675,0.016,6.39e-05,0.299,0.45399999999999996,118.096,audio_features,2TZ1apxMDlubCGMsOxcTbT,spotify:track:2TZ1apxMDlubCGMsOxcTbT,https://api.spotify.com/v1/tracks/2TZ1apxMDlubCGMsOxcTbT,https://api.spotify.com/v1/audio-analysis/2TZ1apxMDlubCGMsOxcTbT,214560.0,4.0
DNA.,0.638,0.523,1.0,-6.664,1.0,0.35700000000000004,0.00454,0.0,0.0842,0.42200000000000004,139.91299999999998,audio_features,6HZILIRieu8S0iqY8kIKhj,spotify:track:6HZILIRieu8S0iqY8kIKhj,https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj,https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj,185947.0,4.0
Pineapple (feat. Gucci Mane & Quavo),0.9640000000000001,0.555,5.0,-6.245,0.0,0.0499,0.0301,0.000567,0.128,0.33799999999999997,130.017,audio_features,2R7Gn3cjnPaVO0Oj8nsTDP,spotify:track:2R7Gn3cjnPaVO0Oj8nsTDP,https://api.spotify.com/v1/tracks/2R7Gn3cjnPaVO0Oj8nsTDP,https://api.spotify.com/v1/audio-analysis/2R7Gn3cjnPaVO0Oj8nsTDP,218261.0,4.0
Hold On & Believe (feat. The Federal Empire),0.552,0.759,4.0,-4.946000000000001,1.0,0.0389,0.0355,6.670000000000001e-05,0.099,0.41,128.08,audio_features,3tka6vtNbu9C2xsbthEkNG,spotify:track:3tka6vtNbu9C2xsbthEkNG,https://api.spotify.com/v1/tracks/3tka6vtNbu9C2xsbthEkNG,https://api.spotify.com/v1/audio-analysis/3tka6vtNbu9C2xsbthEkNG,234390.0,4.0
Highlights,0.547,0.626,2.0,-6.244,1.0,0.20800000000000002,0.00572,0.0,0.313,0.34600000000000003,101.971,audio_features,4qYLPta5HZ36idWiXtqh7B,spotify:track:4qYLPta5HZ36idWiXtqh7B,https://api.spotify.com/v1/tracks/4qYLPta5HZ36idWiXtqh7B,https://api.spotify.com/v1/audio-analysis/4qYLPta5HZ36idWiXtqh7B,199867.0,4.0
Dance In The Dark,0.754,0.534,9.0,-8.424,0.0,0.12300000000000001,0.0721,0.00615,0.218,0.809,149.14600000000002,audio_features,3i5jKbMOcBqgnKlx5UyH9d,spotify:track:3i5jKbMOcBqgnKlx5UyH9d,https://api.spotify.com/v1/tracks/3i5jKbMOcBqgnKlx5UyH9d,https://api.spotify.com/v1/audio-analysis/3i5jKbMOcBqgnKlx5UyH9d,178187.0,4.0
Alien,0.792,0.5760000000000001,1.0,-7.046,1.0,0.132,0.0597,0.0,0.18600000000000003,0.52,130.135,audio_features,3BIIJgBJJ7NhhCv4MI6n7w,spotify:track:3BIIJgBJJ7NhhCv4MI6n7w,https://api.spotify.com/v1/tracks/3BIIJgBJJ7NhhCv4MI6n7w,https://api.spotify.com/v1/audio-analysis/3BIIJgBJJ7NhhCv4MI6n7w,164313.0,4.0
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",0.541,0.46799999999999997,10.0,-4.039,0.0,0.36200000000000004,0.40399999999999997,3.65e-06,0.358,0.69,95.266,audio_features,1WSGTYKLEpKfNQYYW5Oymt,spotify:track:1WSGTYKLEpKfNQYYW5Oymt,https://api.spotify.com/v1/tracks/1WSGTYKLEpKfNQYYW5Oymt,https://api.spotify.com/v1/audio-analysis/1WSGTYKLEpKfNQYYW5Oymt,158027.0,4.0
One Kiss (with Dua Lipa),0.7909999999999999,0.862,9.0,-3.24,0.0,0.11,0.037000000000000005,2.1899999999999997e-05,0.0814,0.5920000000000001,123.994,audio_features,7ef4DlsgrMEH11cDZd32M6,spotify:track:7ef4DlsgrMEH11cDZd32M6,https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6,https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6,214847.0,4.0
Vanity,0.747,0.475,9.0,-10.321,0.0,0.0439,0.249,1.53e-05,0.092,0.18,119.946,audio_features,1fIqUAwLNYMpEMB4EcW7pt,spotify:track:1fIqUAwLNYMpEMB4EcW7pt,https://api.spotify.com/v1/tracks/1fIqUAwLNYMpEMB4EcW7pt,https://api.spotify.com/v1/audio-analysis/1fIqUAwLNYMpEMB4EcW7pt,160161.0,4.0
Shades Of Cool,0.262,0.48200000000000004,2.0,-6.8629999999999995,0.0,0.0302,0.5539999999999999,0.0161,0.244,0.0878,137.918,audio_features,4VSg5K1hnbmIg4PwRdY6wV,spotify:track:4VSg5K1hnbmIg4PwRdY6wV,https://api.spotify.com/v1/tracks/4VSg5K1hnbmIg4PwRdY6wV,https://api.spotify.com/v1/audio-analysis/4VSg5K1hnbmIg4PwRdY6wV,342093.0,3.0
Without Me,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.5329999999999999,136.041,audio_features,5p7ujcrUXASCNwRaWNHR1C,spotify:track:5p7ujcrUXASCNwRaWNHR1C,https://api.spotify.com/v1/tracks/5p7ujcrUXASCNwRaWNHR1C,https://api.spotify.com/v1/audio-analysis/5p7ujcrUXASCNwRaWNHR1C,201661.0,4.0
Teenage Dream,0.7190000000000001,0.7979999999999999,10.0,-4.582,1.0,0.0361,0.0162,2.34e-06,0.134,0.591,120.01100000000001,audio_features,5jzKL4BDMClWqRguW5qZvh,spotify:track:5jzKL4BDMClWqRguW5qZvh,https://api.spotify.com/v1/tracks/5jzKL4BDMClWqRguW5qZvh,https://api.spotify.com/v1/audio-analysis/5jzKL4BDMClWqRguW5qZvh,227741.0,4.0
Talk (feat. Disclosure),0.9009999999999999,0.4,0.0,-8.575,1.0,0.126,0.051,0.0,0.0599,0.34600000000000003,135.984,audio_features,6TqXcAFInzjp0bODyvrWEq,spotify:track:6TqXcAFInzjp0bODyvrWEq,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,197573.0,4.0
Sparks,0.371,0.268,1.0,-10.505999999999998,1.0,0.0283,0.746,0.0517,0.10400000000000001,0.165,102.62299999999999,audio_features,7D0RhFcb3CrfPuTJ0obrod,spotify:track:7D0RhFcb3CrfPuTJ0obrod,https://api.spotify.com/v1/tracks/7D0RhFcb3CrfPuTJ0obrod,https://api.spotify.com/v1/audio-analysis/7D0RhFcb3CrfPuTJ0obrod,227093.0,3.0
Freeee (Ghost Town Pt. 2),0.33399999999999996,0.81,9.0,-4.855,0.0,0.0632,0.00457,0.0,0.158,0.306,151.643,audio_features,7GRTrWsP3yo2Fx8umJfA1X,spotify:track:7GRTrWsP3yo2Fx8umJfA1X,https://api.spotify.com/v1/tracks/7GRTrWsP3yo2Fx8umJfA1X,https://api.spotify.com/v1/audio-analysis/7GRTrWsP3yo2Fx8umJfA1X,206605.0,4.0
Roxas (Kingdom Hearts II),0.252,0.39,2.0,-11.823,0.0,0.0397,0.937,0.21899999999999997,0.122,0.0943,118.46600000000001,audio_features,2YqFgXCDcqInH374wuYwOp,spotify:track:2YqFgXCDcqInH374wuYwOp,https://api.spotify.com/v1/tracks/2YqFgXCDcqInH374wuYwOp,https://api.spotify.com/v1/audio-analysis/2YqFgXCDcqInH374wuYwOp,246750.0,4.0
Met Gala (feat. Offset),0.8170000000000001,0.5870000000000001,2.0,-6.502000000000001,1.0,0.10800000000000001,0.052000000000000005,0.00165,0.185,0.35200000000000004,140.062,audio_features,2XaInsPPUkZRkY4uFJ3AHK,spotify:track:2XaInsPPUkZRkY4uFJ3AHK,https://api.spotify.com/v1/tracks/2XaInsPPUkZRkY4uFJ3AHK,https://api.spotify.com/v1/audio-analysis/2XaInsPPUkZRkY4uFJ3AHK,209143.0,4.0
Thinkin Bout You,0.721,0.33899999999999997,0.0,-11.195,1.0,0.0532,0.409,0.0015300000000000001,0.0973,0.2,129.83,audio_features,7DfFc7a6Rwfi3YQMRbDMau,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/tracks/7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/audio-analysis/7DfFc7a6Rwfi3YQMRbDMau,200747.0,4.0
Panini,0.7170000000000001,0.598,5.0,-5.6129999999999995,0.0,0.0809,0.22,0.0,0.122,0.496,153.905,audio_features,4SDgTLDYrJ2UrHbkRkg7MD,spotify:track:4SDgTLDYrJ2UrHbkRkg7MD,https://api.spotify.com/v1/tracks/4SDgTLDYrJ2UrHbkRkg7MD,https://api.spotify.com/v1/audio-analysis/4SDgTLDYrJ2UrHbkRkg7MD,151040.0,4.0
Man On The Run - Extended Mix,0.7490000000000001,0.867,11.0,-7.87,1.0,0.114,0.0412,0.0241,0.16399999999999998,0.47100000000000003,135.0,audio_features,2LZYXxOavdK5DlmICcgSRB,spotify:track:2LZYXxOavdK5DlmICcgSRB,https://api.spotify.com/v1/tracks/2LZYXxOavdK5DlmICcgSRB,https://api.spotify.com/v1/audio-analysis/2LZYXxOavdK5DlmICcgSRB,544000.0,4.0
Soldier (feat. T.I. & Lil' Wayne),0.878,0.41700000000000004,7.0,-6.7989999999999995,1.0,0.361,0.0444,0.0,0.0833,0.904,77.49,audio_features,4FTOpNYcGxnQdGNWSxIcio,spotify:track:4FTOpNYcGxnQdGNWSxIcio,https://api.spotify.com/v1/tracks/4FTOpNYcGxnQdGNWSxIcio,https://api.spotify.com/v1/audio-analysis/4FTOpNYcGxnQdGNWSxIcio,325573.0,4.0
Juicy,0.7859999999999999,0.652,0.0,-2.6069999999999998,1.0,0.0669,0.102,0.0,0.0697,0.483,170.03099999999998,audio_features,7f5trao56t7sB7f14QDTmp,spotify:track:7f5trao56t7sB7f14QDTmp,https://api.spotify.com/v1/tracks/7f5trao56t7sB7f14QDTmp,https://api.spotify.com/v1/audio-analysis/7f5trao56t7sB7f14QDTmp,203093.0,4.0
"break up with your girlfriend, i'm bored",0.726,0.5539999999999999,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.99900000000002,audio_features,4kV4N9D1iKVxx1KLvtTpjS,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,https://api.spotify.com/v1/tracks/4kV4N9D1iKVxx1KLvtTpjS,https://api.spotify.com/v1/audio-analysis/4kV4N9D1iKVxx1KLvtTpjS,190440.0,4.0
Man,0.628,0.639,8.0,-5.46,1.0,0.0435,0.00162,0.0,0.354,0.493,108.045,audio_features,6KfoDhO4XUWSbnyKjNp9c4,spotify:track:6KfoDhO4XUWSbnyKjNp9c4,https://api.spotify.com/v1/tracks/6KfoDhO4XUWSbnyKjNp9c4,https://api.spotify.com/v1/audio-analysis/6KfoDhO4XUWSbnyKjNp9c4,185773.0,4.0
Roman's Revenge,0.802,0.9470000000000001,10.0,-2.8680000000000003,1.0,0.311,0.518,0.0,0.34600000000000003,0.444,112.416,audio_features,7eK3fdGXCmhGfE8dKtETQU,spotify:track:7eK3fdGXCmhGfE8dKtETQU,https://api.spotify.com/v1/tracks/7eK3fdGXCmhGfE8dKtETQU,https://api.spotify.com/v1/audio-analysis/7eK3fdGXCmhGfE8dKtETQU,276173.0,4.0
Dreams,0.828,0.49200000000000005,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.15100000000001,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800.0,4.0
Whine Up (feat. Elephant Man) - English Version,0.8170000000000001,0.563,9.0,-6.276,1.0,0.055,0.0526,1.32e-06,0.154,0.488,125.02,audio_features,6Avndj1UPQLwR2qqzDwZBc,spotify:track:6Avndj1UPQLwR2qqzDwZBc,https://api.spotify.com/v1/tracks/6Avndj1UPQLwR2qqzDwZBc,https://api.spotify.com/v1/audio-analysis/6Avndj1UPQLwR2qqzDwZBc,205747.0,4.0
Highway Unicorn (Road To Love),0.5589999999999999,0.7659999999999999,0.0,-6.691,1.0,0.0357,0.00028199999999999997,2.5300000000000002e-05,0.562,0.266,127.96600000000001,audio_features,4MHbePKCz2UUMCgm3xix1T,spotify:track:4MHbePKCz2UUMCgm3xix1T,https://api.spotify.com/v1/tracks/4MHbePKCz2UUMCgm3xix1T,https://api.spotify.com/v1/audio-analysis/4MHbePKCz2UUMCgm3xix1T,255747.0,4.0
Trippin’,0.813,0.735,10.0,-6.822,1.0,0.38799999999999996,0.16,0.0,0.15,0.8320000000000001,166.088,audio_features,4huciygZHFSjTP5DHmPs20,spotify:track:4huciygZHFSjTP5DHmPs20,https://api.spotify.com/v1/tracks/4huciygZHFSjTP5DHmPs20,https://api.spotify.com/v1/audio-analysis/4huciygZHFSjTP5DHmPs20,139427.0,4.0
Night Like This (feat. Kendall Schmidt),0.852,0.593,5.0,-6.505,0.0,0.0637,0.0947,0.0,0.0844,0.521,121.99600000000001,audio_features,1XbnxSNekfUtGENegE5bM9,spotify:track:1XbnxSNekfUtGENegE5bM9,https://api.spotify.com/v1/tracks/1XbnxSNekfUtGENegE5bM9,https://api.spotify.com/v1/audio-analysis/1XbnxSNekfUtGENegE5bM9,226480.0,4.0
overthinking,0.369,0.665,0.0,-6.19,0.0,0.0695,0.0148,0.0131,0.37,0.32299999999999995,95.885,audio_features,2QXvhG5wkzZthF2OTMIaNz,spotify:track:2QXvhG5wkzZthF2OTMIaNz,https://api.spotify.com/v1/tracks/2QXvhG5wkzZthF2OTMIaNz,https://api.spotify.com/v1/audio-analysis/2QXvhG5wkzZthF2OTMIaNz,327267.0,5.0
Watch (feat. Lil Uzi Vert & Kanye West),0.706,0.5589999999999999,4.0,-5.216,0.0,0.0416,0.0372,0.0,0.379,0.252,78.53399999999999,audio_features,3DoBTwfr8yi2LN08SBpFkN,spotify:track:3DoBTwfr8yi2LN08SBpFkN,https://api.spotify.com/v1/tracks/3DoBTwfr8yi2LN08SBpFkN,https://api.spotify.com/v1/audio-analysis/3DoBTwfr8yi2LN08SBpFkN,217405.0,4.0
POWER,0.542,0.914,0.0,-4.747,0.0,0.113,0.0161,0.0,0.7440000000000001,0.5760000000000001,153.993,audio_features,2gZUPNdnz5Y45eiGxpHGSc,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,https://api.spotify.com/v1/tracks/2gZUPNdnz5Y45eiGxpHGSc,https://api.spotify.com/v1/audio-analysis/2gZUPNdnz5Y45eiGxpHGSc,292093.0,4.0
Loco Contigo (feat. J. Balvin & Tyga),0.6940000000000001,0.758,11.0,-2.986,1.0,0.218,0.278,1.34e-06,0.102,0.371,192.09099999999998,audio_features,6osaMSJh9NguagEDQcZaKx,spotify:track:6osaMSJh9NguagEDQcZaKx,https://api.spotify.com/v1/tracks/6osaMSJh9NguagEDQcZaKx,https://api.spotify.com/v1/audio-analysis/6osaMSJh9NguagEDQcZaKx,185195.0,4.0
Fuck It Up,0.634,0.6679999999999999,0.0,-7.369,1.0,0.0689,0.43200000000000005,0.0,0.552,0.435,97.99799999999999,audio_features,0nXgBBZFVdumUIaxszDm1p,spotify:track:0nXgBBZFVdumUIaxszDm1p,https://api.spotify.com/v1/tracks/0nXgBBZFVdumUIaxszDm1p,https://api.spotify.com/v1/audio-analysis/0nXgBBZFVdumUIaxszDm1p,141845.0,4.0
Open Arms,0.405,0.21,2.0,-13.214,1.0,0.0279,0.584,0.0,0.139,0.174,100.57700000000001,audio_features,2w4EpqGasrz9qdTwocx54t,spotify:track:2w4EpqGasrz9qdTwocx54t,https://api.spotify.com/v1/tracks/2w4EpqGasrz9qdTwocx54t,https://api.spotify.com/v1/audio-analysis/2w4EpqGasrz9qdTwocx54t,202173.0,3.0
Ghost Voices,0.611,0.5710000000000001,2.0,-9.441,1.0,0.0317,0.0195,0.815,0.0988,0.039,123.0,audio_features,5TSwDA5UvNPnBu1maDYbDi,spotify:track:5TSwDA5UvNPnBu1maDYbDi,https://api.spotify.com/v1/tracks/5TSwDA5UvNPnBu1maDYbDi,https://api.spotify.com/v1/audio-analysis/5TSwDA5UvNPnBu1maDYbDi,304390.0,4.0
Dark Paradise,0.6,0.653,1.0,-8.309,0.0,0.0594,0.0953,0.0,0.122,0.43,119.994,audio_features,2Y115i0IhELJhyyftvoSFt,spotify:track:2Y115i0IhELJhyyftvoSFt,https://api.spotify.com/v1/tracks/2Y115i0IhELJhyyftvoSFt,https://api.spotify.com/v1/audio-analysis/2Y115i0IhELJhyyftvoSFt,243187.0,4.0
Gasoline,0.731,0.58,10.0,-7.327999999999999,0.0,0.0399,0.223,0.0,0.129,0.319,119.99700000000001,audio_features,2IO7yf562c1zLzpanal1DT,spotify:track:2IO7yf562c1zLzpanal1DT,https://api.spotify.com/v1/tracks/2IO7yf562c1zLzpanal1DT,https://api.spotify.com/v1/audio-analysis/2IO7yf562c1zLzpanal1DT,199593.0,4.0
Sometimes,0.445,0.563,7.0,-8.904,1.0,0.0315,0.105,0.000271,0.179,0.204,94.978,audio_features,7oJmIBxEAYjfkS7lhZ7M1S,spotify:track:7oJmIBxEAYjfkS7lhZ7M1S,https://api.spotify.com/v1/tracks/7oJmIBxEAYjfkS7lhZ7M1S,https://api.spotify.com/v1/audio-analysis/7oJmIBxEAYjfkS7lhZ7M1S,262737.0,4.0
I Love Kanye,0.7559999999999999,0.374,5.0,-7.966,1.0,0.741,0.594,0.0,0.217,0.966,80.32600000000001,audio_features,5CGS4UovzA7ftCJkLVXQju,spotify:track:5CGS4UovzA7ftCJkLVXQju,https://api.spotify.com/v1/tracks/5CGS4UovzA7ftCJkLVXQju,https://api.spotify.com/v1/audio-analysis/5CGS4UovzA7ftCJkLVXQju,44827.0,4.0
DJ Got Us Fallin' In Love (feat. Pitbull),0.6629999999999999,0.861,7.0,-3.398,0.0,0.109,0.0338,0.0,0.08199999999999999,0.654,119.963,audio_features,4356Typ82hUiFAynbLYbPn,spotify:track:4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,220800.0,4.0
it's not u it's me,0.7759999999999999,0.568,0.0,-6.419,0.0,0.125,0.0204,1.6899999999999997e-05,0.078,0.7490000000000001,150.901,audio_features,7cLm450e9XaPrEZTSTsfwU,spotify:track:7cLm450e9XaPrEZTSTsfwU,https://api.spotify.com/v1/tracks/7cLm450e9XaPrEZTSTsfwU,https://api.spotify.com/v1/audio-analysis/7cLm450e9XaPrEZTSTsfwU,194526.0,4.0
Fetish (feat. Gucci Mane),0.708,0.618,2.0,-4.4239999999999995,1.0,0.0592,0.0204,6.81e-06,0.062,0.265,123.01299999999999,audio_features,4lnAN2S1fcI0SjxEbksZVr,spotify:track:4lnAN2S1fcI0SjxEbksZVr,https://api.spotify.com/v1/tracks/4lnAN2S1fcI0SjxEbksZVr,https://api.spotify.com/v1/audio-analysis/4lnAN2S1fcI0SjxEbksZVr,186113.0,4.0
Pills N Potions,0.391,0.604,2.0,-8.104,1.0,0.212,0.00812,5.18e-06,0.0443,0.168,169.658,audio_features,2bkyTJ4bAnc8a5ly3dg9DX,spotify:track:2bkyTJ4bAnc8a5ly3dg9DX,https://api.spotify.com/v1/tracks/2bkyTJ4bAnc8a5ly3dg9DX,https://api.spotify.com/v1/audio-analysis/2bkyTJ4bAnc8a5ly3dg9DX,268000.0,4.0
You're Such A,0.62,0.696,11.0,-6.3229999999999995,1.0,0.0997,0.00798,1e-06,0.113,0.705,176.028,audio_features,3QTDzwSkRW04FVPo6COm0H,spotify:track:3QTDzwSkRW04FVPo6COm0H,https://api.spotify.com/v1/tracks/3QTDzwSkRW04FVPo6COm0H,https://api.spotify.com/v1/audio-analysis/3QTDzwSkRW04FVPo6COm0H,216333.0,4.0
Money Honey,0.594,0.48200000000000004,4.0,-16.858,1.0,0.0417,0.00156,0.0,0.131,0.252,122.155,audio_features,6GZadTnlBL42Pnd3Ab6eOD,spotify:track:6GZadTnlBL42Pnd3Ab6eOD,https://api.spotify.com/v1/tracks/6GZadTnlBL42Pnd3Ab6eOD,https://api.spotify.com/v1/audio-analysis/6GZadTnlBL42Pnd3Ab6eOD,197200.0,4.0
All I Do Is Cry,0.51,0.606,1.0,-6.803999999999999,0.0,0.0486,0.0009220000000000001,0.0,0.109,0.0715,159.968,audio_features,56qdpEICxwSAGhCcqniHiS,spotify:track:56qdpEICxwSAGhCcqniHiS,https://api.spotify.com/v1/tracks/56qdpEICxwSAGhCcqniHiS,https://api.spotify.com/v1/audio-analysis/56qdpEICxwSAGhCcqniHiS,203895.0,4.0
Solo (feat. Demi Lovato),0.737,0.636,11.0,-4.546,0.0,0.0437,0.0441,6.659999999999999e-05,0.35,0.565,105.005,audio_features,6kPJZM97LwdG9QIsT7khp6,spotify:track:6kPJZM97LwdG9QIsT7khp6,https://api.spotify.com/v1/tracks/6kPJZM97LwdG9QIsT7khp6,https://api.spotify.com/v1/audio-analysis/6kPJZM97LwdG9QIsT7khp6,222653.0,4.0
Illuminati,0.764,0.5379999999999999,8.0,-5.358,1.0,0.271,0.18,0.0,0.0967,0.233,129.942,audio_features,0IGQvkMGwRuL0wWzVQw1Bc,spotify:track:0IGQvkMGwRuL0wWzVQw1Bc,https://api.spotify.com/v1/tracks/0IGQvkMGwRuL0wWzVQw1Bc,https://api.spotify.com/v1/audio-analysis/0IGQvkMGwRuL0wWzVQw1Bc,224330.0,4.0
Flies,0.8640000000000001,0.47700000000000004,10.0,-5.7860000000000005,1.0,0.22399999999999998,0.201,0.0,0.182,0.5,86.46,audio_features,5H4mXWKcicuLKDn4Jy0sK7,spotify:track:5H4mXWKcicuLKDn4Jy0sK7,https://api.spotify.com/v1/tracks/5H4mXWKcicuLKDn4Jy0sK7,https://api.spotify.com/v1/audio-analysis/5H4mXWKcicuLKDn4Jy0sK7,192932.0,4.0
Ghosts 'n' Stuff (feat. Rob Swire),0.534,0.8109999999999999,5.0,-5.397,0.0,0.0788,6.850000000000001e-05,0.00283,0.7190000000000001,0.385,128.0,audio_features,2sCDlI6WVjQFuSL6Ic399O,spotify:track:2sCDlI6WVjQFuSL6Ic399O,https://api.spotify.com/v1/tracks/2sCDlI6WVjQFuSL6Ic399O,https://api.spotify.com/v1/audio-analysis/2sCDlI6WVjQFuSL6Ic399O,191414.0,4.0
I'm so Afraid,0.45799999999999996,0.308,0.0,-19.43,1.0,0.0377,9.03e-05,0.8109999999999999,0.0832,0.353,125.059,audio_features,1fXvxcQdz9OEe5IeNHQh72,spotify:track:1fXvxcQdz9OEe5IeNHQh72,https://api.spotify.com/v1/tracks/1fXvxcQdz9OEe5IeNHQh72,https://api.spotify.com/v1/audio-analysis/1fXvxcQdz9OEe5IeNHQh72,262533.0,4.0
Dancin' In Circles,0.635,0.718,0.0,-7.775,0.0,0.11900000000000001,0.0304,0.000383,0.233,0.787,171.915,audio_features,0lqcnnclUdVbPPboOldEPp,spotify:track:0lqcnnclUdVbPPboOldEPp,https://api.spotify.com/v1/tracks/0lqcnnclUdVbPPboOldEPp,https://api.spotify.com/v1/audio-analysis/0lqcnnclUdVbPPboOldEPp,207173.0,4.0
Tap In,0.9540000000000001,0.696,10.0,-7.117000000000001,0.0,0.204,0.00576,0.0004980000000000001,0.0754,0.43200000000000005,100.036,audio_features,4Hpib09wXgD84w4uwTPnYD,spotify:track:4Hpib09wXgD84w4uwTPnYD,https://api.spotify.com/v1/tracks/4Hpib09wXgD84w4uwTPnYD,https://api.spotify.com/v1/audio-analysis/4Hpib09wXgD84w4uwTPnYD,139413.0,4.0
